position,title,query,snippet_highlighted_words,rich_snippet_list,snippet,link
33,"Men's T-Shirts: Crew Neck, Henley & More",men's Shirts & T-Shirts,"[""Men's T Shirts"", 'Tees', 't shirts', 't shirts', 'tees', 't shirts']",[],"Shop casual Men's T Shirts and Graphic Tees at American Eagle. Find crew neck t shirts, thermals, henley t shirts, graphic tees, v neck t shirts, casual t ...",https://www.ae.com/us/en/c/men/tops/t-shirts/cat90012
34,Men's T-Shirts & Tees by Patagonia,men's Shirts & T-Shirts,"[""men's"", 't', 'shirts']",[],Responsible fabrics and your favorite Patagonia graphics—our men's outdoor t-shirts make great travel companions. Free Shipping over $99.,https://www.patagonia.com/shop/mens-t-shirts
35,Men's Tees and Sports T-Shirts,men's Shirts & T-Shirts,"[""men's tees"", 't', 'shirts', 't', 'shirts']",[],Take comfort to the next level with adidas men's tees and sports t-shirts. Shop our collection of adidas Originals long and short sleeve t-shirts.,https://www.adidas.com/us/men-t_shirts
36,"Men's Shirts - Shop T-Shirts, Plaid, Western & More",men's Shirts & T-Shirts,"['shirts', 'men', 'shirts', 't', 'shirts']",[],"Find out why Levi's® shirts for men are a must-have closet staple, perfect for any outfit. Shop the assortment of cotton shirts, t-shirts, tank tops, ...",https://www.levi.com/US/en_US/clothing/men/shirts/c/levi_clothing_men_shirts
37,Cool T-Shirts & Polos for Men,men's Shirts & T-Shirts,"['T', 'shirts', 'men', 'shirts']",[],"The collection of T-shirts for men at Lucky Brand includes an assortment of comfortable, stylish options including Henley shirts, polos, muscle tanks and iconic ...",https://www.luckybrand.com/men/clothing/shirts/tshirts-polos
38,"Men's T-Shirts & Tops | Athletic, Workout & Casual",men's Shirts & T-Shirts,"[""men's t"", 'shirts', 't', 'shirts', 'shirts']",[],"Shop men's t-shirts and tops at Champion. Choose from casual and workout t-shirts, tank tops, and long sleeve shirts.",https://www.champion.com/men/clothing/tshirts-tops.html
39,Men's T-Shirts,men's Shirts & T-Shirts,"[""men's"", 't', 'shirts', 'tees']",[],"Shop TALENTLESS men's premium t-shirts and tees, designed & built for total comfort. Effortless style and classic cuts in cotton, modal, and french terry.",https://talentless.co/collections/men-tees
40,Men's Work Shirts & T Shirts,men's Shirts & T-Shirts,"[""men's t"", 'shirts']",[],Casual styles you can wear to work and through the weekend. See our selection of classic Dickies men's t-shirts.,https://www.dickies.com/mens-clothing/mens-shirts
41,Mens Clearance T Shirts,men's Shirts & T-Shirts,"[""Men's"", 'T', 'Shirts', ""Men's"", ""Men's"", ""Men's""]",[],Men's Clearance T-Shirts · Men's Nike Sportswear Club Tee. $16.25 clearance · Men's FLX Axis Tee. $13.50 clearance · Men's Under Armour Wordmark Tech 2.0 Tee.,https://www.kohls.com/catalog/clearance-mens-tshirts-tops-clothing.jsp?CN=Promotions:Clearance+Gender:Mens+Silhouette:T-Shirts+Category:Tops+Department:Clothing
42,Men's T-Shirts and Tops,men's Shirts & T-Shirts,"[""Men's"", 't', 'shirt']",[],Men's Lamina Landscape Short Sleeve. Our new take on a graphic tee – now with 100% Organic Cotton. This t-shirt pays homage to ...,https://www.royalrobbins.com/us/en-us/men/tops/t-shirts
43,Men's Short Sleeve T-Shirts,men's Shirts & T-Shirts,"[""Men's"", 'Tops', 'shirts']",[],"Upgrade your activewear with Men's Short Sleeve Tops that are made for chasing goals. Shop comfortable, responsibly-made, high-performance workout shirts.",https://www.tascperformance.com/collections/mens-short-sleeve
44,Men's T-Shirts,men's Shirts & T-Shirts,"[""men's t"", 'shirts']",[],Shop Old Navy's collection of men's t-shirts for an everyday look and everyday comfort.,https://oldnavy.gap.com/browse/category.do?cid=5249
45,Shirts for Men,men's Shirts & T-Shirts,"['Shirts', 'Men', 'Shirts', 'Men']",[],Find a great collection of Shirts for Men at Costco. Enjoy low warehouse prices on name-brand Shirts for Men products.,https://www.costco.com/mens-shirts.html
46,Men - Shirts - T-Shirts - Page 1,men's Shirts & T-Shirts,"[""Men's T"", 'Shirts', 't', 'shirts']",[],KEY's line of Men's T-Shirts are designed with comfort and hard work in mind. Our t-shirts are offered in a variety of colors and materials.,https://www.keyapparel.com/men/shirts/t-shirts/
47,Men's T Shirts & Henleys,men's Shirts & T-Shirts,"[""men's t shirts"", ""men's"", 't shirts', 'shirts']",[],"Hollister men's t shirts & henleys are essential wardrobe staples! Check out our selection of men's crewneck t shirts, henleys, tank tops & logo shirts.",https://www.hollisterco.com/shop/us/mens-t-shirts-and-henleys-tops
48,Men's T-Shirts | Abercrombie & Fitch,men's Shirts & T-Shirts,"['T Shirts', 'Men', 'mens tees']",[],"T Shirts for Men ... Super soft and comfortable, Abercrombie & Fitch mens tees are lightweight and perfect for everyday wear. With a wide selection including crew ...",https://www.abercrombie.com/shop/us/mens-t-shirts-tops
49,Men's T-Shirts & Tees,men's Shirts & T-Shirts,"[""men's t"", 'shirts']",[],"Breathable, durable and supersoft, our men's t-shirts are built for comfort and designed to last. Tall sizes available.",https://bananarepublic.gap.com/browse/category.do?cid=80117
50,Men's T-Shirts | lululemon,men's Shirts & T-Shirts,"['shirts', 'mens', 'shirts']",[],"Breathable shirts for golf, running, training and yoga with anti-stink technology. Shop for mens long sleeve and short sleeve shirts that are soft and ...",https://shop.lululemon.com/c/mens-t-shirts/_/N-8ps
51,Men's Shirts & Tees For Sale Near You & Online,men's Shirts & T-Shirts,"[""Men's"", 'T', 'Shirt']",[],Free shipping for Plus. Shipping. Pickup. Select a club. Delivery Check an address. View · Member's Mark Men's Long Sleeve T-Shirt. View more options ...,https://www.samsclub.com/b/mens-shirts-tees/4170105
52,Best Men's T-Shirts,men's Shirts & T-Shirts,"[""Men's T"", 'Shirts', 'Clothing']",[],"Discover the best Men's T-Shirts in Best Sellers. Find the top 100 most popular items in Amazon Clothing, Shoes & Jewelry Best Sellers.",https://www.amazon.com/Best-Sellers-Men's-T-Shirts/zgbs/fashion/1045624
53,Men's T-Shirts,men's Shirts & T-Shirts,"[""men's t"", 'shirts', 'shirts']",[],"Shop for great men's t-shirts from Zazzle. Choose from our classic, sleeveless, or long-sleeved shirts in a number of sizes!",https://www.zazzle.com/c/mens+tshirts
54,Men's Designer T-Shirts & Polos,men's Shirts & T-Shirts,"[""men's t"", 'shirts']",[],"Discover the collection of men's t-shirts and polos at GUCCI.com. Shop printed and embroidered styles. Enjoy free shipping, returns & gift wrapping.",https://www.gucci.com/us/en/ca/men/ready-to-wear-for-men/t-shirts-polo-shirts-for-men-c-men-readytowear-tshirts-and-polos
