position,title,query,snippet_highlighted_words,rich_snippet_list,snippet,link
35,Best Plus Size Clothing 2022 - Forbes,women Plus Size Clothing,"['Plus', 'Size Clothing', 'Plus', 'Size']",[],"Where To Buy The Best Plus-Size Clothing, According To Fashion Influencers · Best Plus-Size Jeans: Good American · Best Mid-Size Jeans: Madewell ...",https://www.forbes.com/sites/forbes-personal-shopper/2022/09/09/best-plus-size-clothing/
36,Plus Size Clothing | Everyday Low Prices - Rainbow Shops,women Plus Size Clothing,['plus size womens clothing'],[],Rainbow Shops adds hundreds of trendy plus size womens clothing online every day. Why? Because we love all our curvy babes! We know you want to show off your ...,https://www.rainbowshops.com/collections/womens-plus-size-clothing
37,All Plus Size Clothing - Macy's,women Plus Size Clothing,"['Plus Sizes', 'Plus Size Clothing', 'Plus Size Clothing']",[],"Stores · Deals · Lists · Wedding Registry · Gift Cards · Plus Sizes /; All Plus Size Clothing. All Plus Size Clothing. (7,148). Shop by Category.",https://www.macys.com/shop/plus-size-clothing/all-plus-size-clothing?id=188853&cm_sp=us_hdr-_-women-_-188853_all-plus-size-clothing_COL2
38,Women's Plus Size Clothing | adidas US,women Plus Size Clothing,"['plus size clothing', 'women']",[],"Shop our selection of adidas plus size clothing for women. Check out various styles and colorways of hoodies, tights, tees and more ranging in sizes 1X to ...",https://www.adidas.com/us/women-plus_size
39,Plus Size Vintage Inspired Clothing for Women | ModCloth,women Plus Size Clothing,"['plus size clothing', 'dresses']",[],"Shop ModCloth's EXCLUSIVE collection of vintage-inspired plus size clothing in dresses, tops, bottoms, swimwear, and more! Our dazzling selection of plus ...",https://modcloth.com/collections/plus-sizes
40,Plus Size & Curve Clothing - Nasty Gal,women Plus Size Clothing,"['Plus Size', ""plus size women's clothing""]",[],"Plus Size. Enter our rad range of curve and plus size women's clothing; here to stock up that closet with flattering lengths, curve-carving silhouettes, stretch ...",https://www.nastygal.com/womens/plus-size
41,Women's Plus Size Clothing - Boscov's,women Plus Size Clothing,"[""women's plus-size clothing""]",[],Shop a massive selection of women's plus-size clothing at Boscov's. Find everything from dresses to pants & beyond all at the lowest prices.,https://www.boscovs.com/category/all-womens-plus-clothing
42,Plus Size Clothing for Women. Nike.com,women Plus Size Clothing,['Womens Plus Size Clothing'],[],Womens Plus Size Clothing · 1 Color. $107.97. $155. Nike Sportswear Therma-FIT Repel · Nike Sportswear Therma-FIT Repel Women's Jacket (Plus Size). Sustainable ...,https://www.nike.com/w/womens-plus-size-clothing-5e1x6z6ymx6z8mjm2
43,Dresses : Plus Size Clothing - Target,women Plus Size Clothing,"['Clothing', ""Women's Clothing"", 'Dresses', 'Plus Size Clothing']",[],"Target/Clothing, Shoes & Accessories/Women's Clothing/Dresses : Plus Size Clothing (1192)‎. How are you shopping today? Pickup.",https://www.target.com/c/plus-size-clothing-women/dresses/-/N-5ouvjZll4vb
44,Shirts : Plus Size Clothing - Target,women Plus Size Clothing,"['Plus Size Clothing', ""Women's Plus Size""]",[],Shop Target for Plus Size Clothing you will love at great low prices. ... Women's Plus Size Short Sleeve V-Neck T-Shirt - Ava & Viv™.,https://www.target.com/c/plus-size-clothing-women/shirts/-/N-5ouvjZipjkpfvet6b
